A.1	Q0	2257070	1	1.0	COMBINED_TAN_S_TF_IDF
A.1	Q0	1659379	2	1.0	COMBINED_TAN_S_TF_IDF
A.1	Q0	964684	3	0.9649934221111539	COMBINED_TAN_S_TF_IDF
A.1	Q0	1808903	4	0.9464797225328674	COMBINED_TAN_S_TF_IDF
A.1	Q0	2461942	5	0.8843222430459774	COMBINED_TAN_S_TF_IDF
A.1	Q0	76941	6	0.8830636936645305	COMBINED_TAN_S_TF_IDF
A.1	Q0	1259164	7	0.8673206492547513	COMBINED_TAN_S_TF_IDF
A.1	Q0	2818524	8	0.857891325803911	COMBINED_TAN_S_TF_IDF
A.1	Q0	519297	9	0.8402133966415559	COMBINED_TAN_S_TF_IDF
A.1	Q0	299062	10	0.8165135947127783	COMBINED_TAN_S_TF_IDF
A.1	Q0	275278	11	0.7961960370056049	COMBINED_TAN_S_TF_IDF
A.1	Q0	2483333	12	0.782335124013114	COMBINED_TAN_S_TF_IDF
A.1	Q0	1877455	13	0.7692760963611025	COMBINED_TAN_S_TF_IDF
A.1	Q0	1317851	14	0.7640394897597064	COMBINED_TAN_S_TF_IDF
A.1	Q0	2337321	15	0.751521571814681	COMBINED_TAN_S_TF_IDF
A.1	Q0	2982256	16	0.7434448408484664	COMBINED_TAN_S_TF_IDF
A.1	Q0	1808870	17	0.7399927645543479	COMBINED_TAN_S_TF_IDF
A.1	Q0	1538390	18	0.734838703116161	COMBINED_TAN_S_TF_IDF
A.1	Q0	2440001	19	0.7341411753849897	COMBINED_TAN_S_TF_IDF
A.1	Q0	1874766	20	0.7246009668072204	COMBINED_TAN_S_TF_IDF
A.1	Q0	850529	21	0.7236235480300004	COMBINED_TAN_S_TF_IDF
A.1	Q0	2646109	22	0.7127701955771115	COMBINED_TAN_S_TF_IDF
A.1	Q0	999677	23	0.7120406383126143	COMBINED_TAN_S_TF_IDF
A.1	Q0	323164	24	0.7113177126650132	COMBINED_TAN_S_TF_IDF
A.1	Q0	1981826	25	0.7072320692863426	COMBINED_TAN_S_TF_IDF
A.1	Q0	1546097	26	0.7069399546296655	COMBINED_TAN_S_TF_IDF
A.1	Q0	2465924	27	0.6964839126179057	COMBINED_TAN_S_TF_IDF
A.1	Q0	2481277	28	0.6927922326388222	COMBINED_TAN_S_TF_IDF
A.1	Q0	1586569	29	0.6916049392253203	COMBINED_TAN_S_TF_IDF
A.1	Q0	940583	30	0.6912520179879688	COMBINED_TAN_S_TF_IDF
A.1	Q0	2854706	31	0.690528856747263	COMBINED_TAN_S_TF_IDF
A.1	Q0	2077832	32	0.685642124018296	COMBINED_TAN_S_TF_IDF
A.1	Q0	850759	33	0.6853548150642401	COMBINED_TAN_S_TF_IDF
A.1	Q0	1240536	34	0.6771088048526915	COMBINED_TAN_S_TF_IDF
A.1	Q0	2976095	35	0.6690306455031122	COMBINED_TAN_S_TF_IDF
A.1	Q0	1835025	36	0.6673821334899165	COMBINED_TAN_S_TF_IDF
A.1	Q0	908460	37	0.6651079836083433	COMBINED_TAN_S_TF_IDF
A.1	Q0	1572115	38	0.6649187408431094	COMBINED_TAN_S_TF_IDF
A.1	Q0	2298364	39	0.6611853319939405	COMBINED_TAN_S_TF_IDF
A.1	Q0	2912081	40	0.6608146076121266	COMBINED_TAN_S_TF_IDF
A.1	Q0	3013746	41	0.6601672926002179	COMBINED_TAN_S_TF_IDF
A.1	Q0	1333096	42	0.652239562042221	COMBINED_TAN_S_TF_IDF
A.1	Q0	2448252	43	0.6346348558757936	COMBINED_TAN_S_TF_IDF
A.1	Q0	2085554	44	0.63309778901743	COMBINED_TAN_S_TF_IDF
A.1	Q0	2255851	45	0.6317999607723866	COMBINED_TAN_S_TF_IDF
A.1	Q0	1439564	46	0.6302979446742837	COMBINED_TAN_S_TF_IDF
A.1	Q0	1507201	47	0.6246797561825386	COMBINED_TAN_S_TF_IDF
A.1	Q0	1719505	48	0.6243805121742019	COMBINED_TAN_S_TF_IDF
A.1	Q0	417937	49	0.6220543557142295	COMBINED_TAN_S_TF_IDF
A.1	Q0	890910	50	0.6177525590887784	COMBINED_TAN_S_TF_IDF
A.1	Q0	1624784	51	0.6172943216188103	COMBINED_TAN_S_TF_IDF
A.1	Q0	2481969	52	0.6151269051785372	COMBINED_TAN_S_TF_IDF
A.1	Q0	2587800	53	0.6117877194121752	COMBINED_TAN_S_TF_IDF
A.1	Q0	2657317	54	0.6102520143752934	COMBINED_TAN_S_TF_IDF
A.1	Q0	1146068	55	0.6084005443795836	COMBINED_TAN_S_TF_IDF
A.1	Q0	1382145	56	0.5998787654582876	COMBINED_TAN_S_TF_IDF
A.1	Q0	1514323	57	0.5967622256495697	COMBINED_TAN_S_TF_IDF
A.1	Q0	784827	58	0.5953620632619365	COMBINED_TAN_S_TF_IDF
A.1	Q0	380630	59	0.5953620632619365	COMBINED_TAN_S_TF_IDF
A.1	Q0	993003	60	0.5953620632619365	COMBINED_TAN_S_TF_IDF
A.1	Q0	1371338	61	0.5931176858610387	COMBINED_TAN_S_TF_IDF
A.1	Q0	167356	62	0.590793257004988	COMBINED_TAN_S_TF_IDF
A.1	Q0	80243	63	0.5889598102548242	COMBINED_TAN_S_TF_IDF
A.1	Q0	1127168	64	0.5841916948879701	COMBINED_TAN_S_TF_IDF
A.1	Q0	2831223	65	0.5808315661276668	COMBINED_TAN_S_TF_IDF
A.1	Q0	1449855	66	0.5784568819152842	COMBINED_TAN_S_TF_IDF
A.1	Q0	83185	67	0.5784568819152842	COMBINED_TAN_S_TF_IDF
A.1	Q0	1315976	68	0.5780426815032627	COMBINED_TAN_S_TF_IDF
A.1	Q0	2973717	69	0.5761910358737944	COMBINED_TAN_S_TF_IDF
A.1	Q0	2221732	70	0.5755593981180488	COMBINED_TAN_S_TF_IDF
A.1	Q0	2716943	71	0.5726074268599894	COMBINED_TAN_S_TF_IDF
A.1	Q0	242136	72	0.5716305208827602	COMBINED_TAN_S_TF_IDF
A.1	Q0	872628	73	0.5686286081254991	COMBINED_TAN_S_TF_IDF
A.1	Q0	2759769	74	0.568144870687969	COMBINED_TAN_S_TF_IDF
A.1	Q0	2545124	75	0.5643858560929469	COMBINED_TAN_S_TF_IDF
A.1	Q0	533046	77	0.5572768638936532	COMBINED_TAN_S_TF_IDF
A.1	Q0	2354635	78	0.5552998112463092	COMBINED_TAN_S_TF_IDF
A.1	Q0	2106736	79	0.5546821573396594	COMBINED_TAN_S_TF_IDF
A.1	Q0	2677548	80	0.5546651143545782	COMBINED_TAN_S_TF_IDF
A.1	Q0	1926115	81	0.5539820453954399	COMBINED_TAN_S_TF_IDF
A.1	Q0	2766876	82	0.5538083968998583	COMBINED_TAN_S_TF_IDF
A.1	Q0	2675464	87	0.5473923751702506	COMBINED_TAN_S_TF_IDF
A.1	Q0	175897	89	0.542048728652847	COMBINED_TAN_S_TF_IDF
A.1	Q0	1310561	91	0.5412893298530033	COMBINED_TAN_S_TF_IDF
A.1	Q0	2420289	99	0.5324662521202722	COMBINED_TAN_S_TF_IDF
A.1	Q0	1048987	100	0.5320665223960981	COMBINED_TAN_S_TF_IDF
A.1	Q0	1806845	106	0.5293887842663908	COMBINED_TAN_S_TF_IDF
A.1	Q0	1364487	107	0.5286780242849883	COMBINED_TAN_S_TF_IDF
A.1	Q0	466349	121	0.5161817641550467	COMBINED_TAN_S_TF_IDF
A.1	Q0	2840751	127	0.5094102231011713	COMBINED_TAN_S_TF_IDF
A.1	Q0	2829211	129	0.5075190141255789	COMBINED_TAN_S_TF_IDF
A.1	Q0	1227876	132	0.5039839276316628	COMBINED_TAN_S_TF_IDF
A.1	Q0	2357195	133	0.5039606999347261	COMBINED_TAN_S_TF_IDF
A.1	Q0	2787035	134	0.5033418962297873	COMBINED_TAN_S_TF_IDF
A.1	Q0	14226	135	0.5030968129760631	COMBINED_TAN_S_TF_IDF
A.1	Q0	2414931	138	0.5020109362419524	COMBINED_TAN_S_TF_IDF
A.1	Q0	957995	141	0.4979839848280536	COMBINED_TAN_S_TF_IDF
A.1	Q0	375130	145	0.4924465782429432	COMBINED_TAN_S_TF_IDF
A.1	Q0	504595	158	0.4822754591571828	COMBINED_TAN_S_TF_IDF
A.1	Q0	2726571	163	0.47936003385109405	COMBINED_TAN_S_TF_IDF
A.1	Q0	1515800	168	0.47662285185313585	COMBINED_TAN_S_TF_IDF
A.1	Q0	2496427	176	0.4745728168813996	COMBINED_TAN_S_TF_IDF
A.1	Q0	106802	198	0.46221852311593775	COMBINED_TAN_S_TF_IDF
A.1	Q0	76170	202	0.4592231979645594	COMBINED_TAN_S_TF_IDF
A.1	Q0	557959	207	0.4483806045759118	COMBINED_TAN_S_TF_IDF
A.1	Q0	1960801	209	0.44797466158337756	COMBINED_TAN_S_TF_IDF
A.1	Q0	1022933	210	0.44628796662190545	COMBINED_TAN_S_TF_IDF
